# QUALITY=CLEAN | XAG ~ const+log_xau | Kalman TVP δ=0.999 | IC4w=0.0254 IC8w=0.0722 hit8w=0.5051 | var_ratio=0.246 HL=55.1w | cot_as_of=20260901 | generated by metals_fairvalue_g8.py v3
DATE,PX,FAIR,RESID,MDP_Z,MDP_ADJ,RISK_W,COT_MULT,SIGNAL,B_CONST,B_LOG_XAU
20160621,17.311,22.5172,-0.262939,-0.8994,-0.0125,1.0846,1.0,-0.9755,-3.466535,0.920747
20160628,17.839,23.2453,-0.264716,-0.9069,-0.0126,1.0841,1.0,-0.9831,-3.465707,0.920618
20160705,19.866,23.9109,-0.185325,-0.4786,-0.0067,1.0836,1.0,-0.5186,-3.465042,0.920516
20160712,20.13,23.547,-0.156789,-0.3245,-0.0045,1.0831,1.0,-0.3515,-3.464493,0.920431
20160719,19.975,23.5033,-0.162661,-0.3557,-0.0049,1.0826,1.0,-0.3851,-3.463901,0.920339
20160726,19.655,23.3262,-0.171247,-0.4014,-0.0056,1.0822,1.0,-0.4344,-3.463272,0.920241
20160802,20.666,24.0339,-0.150973,-0.2915,-0.0041,1.0817,1.0,-0.3153,-3.462618,0.920141
20160809,19.814,23.6201,-0.175711,-0.4246,-0.0059,1.0813,1.0,-0.4591,-3.461876,0.920026
20160816,19.848,23.8047,-0.18178,-0.4568,-0.0064,1.0808,1.0,-0.4937,-3.461054,0.919899
20160823,18.91,23.642,-0.223332,-0.6808,-0.0095,1.0804,1.0,-0.7355,-3.460038,0.919742
20160830,18.577,23.1701,-0.220939,-0.6666,-0.0093,1.0799,1.0,-0.7199,-3.4591,0.919596
20160906,20.049,23.7792,-0.170633,-0.393,-0.0055,1.0794,1.0,-0.4242,-3.458275,0.919469
20160913,18.89,23.284,-0.209136,-0.6011,-0.0084,1.079,1.0,-0.6486,-3.457316,0.91932
20160920,19.195,23.1954,-0.189306,-0.4925,-0.0069,1.0786,1.0,-0.5312,-3.456445,0.919185
20160927,19.087,23.391,-0.203344,-0.568,-0.0079,1.0781,1.0,-0.6124,-3.455446,0.91903
20161004,17.713,22.4203,-0.23567,-0.7428,-0.0103,1.0777,1.0,-0.8005,-3.454483,0.918878
20161011,17.456,22.2012,-0.240463,-0.7674,-0.0107,1.0772,1.0,-0.8267,-3.453546,0.91873
20161018,17.591,22.3255,-0.23834,-0.7544,-0.0105,1.0767,1.0,-0.8123,-3.452583,0.918578
20161025,17.736,22.5032,-0.238061,-0.7514,-0.0105,1.0762,1.0,-0.8087,-3.451575,0.918419
20161101,18.385,22.7359,-0.212409,-0.6103,-0.0085,1.0758,1.0,-0.6565,-3.450621,0.91827
20161108,18.33,22.5222,-0.205963,-0.5741,-0.008,1.0753,1.0,-0.6173,-3.449725,0.91813
20161115,17.029,21.7163,-0.243147,-0.776,-0.0108,1.0748,1.0,-0.8341,-3.448855,0.91799
20161122,16.623,21.5019,-0.257355,-0.8521,-0.0119,1.0743,1.0,-0.9154,-3.447992,0.917851
20161129,16.661,21.1225,-0.23727,-0.7406,-0.0103,1.0738,1.0,-0.7953,-3.4473,0.917738
20161206,16.74,20.7888,-0.216612,-0.6264,-0.0087,1.0733,1.0,-0.6723,-3.446745,0.917646
20161213,16.911,20.6086,-0.197745,-0.5222,-0.0073,1.0728,1.0,-0.5602,-3.446273,0.917566
20161220,16.054,20.1945,-0.229453,-0.6949,-0.0097,1.0723,1.0,-0.7451,-3.445824,0.917488
20161227,15.929,20.2874,-0.24186,-0.7616,-0.0106,1.0718,1.0,-0.8163,-3.445322,0.917402
20170103,16.356,20.6629,-0.233747,-0.7157,-0.01,1.0713,1.0,-0.7667,-3.444733,0.917303
20170110,16.803,21.0491,-0.225301,-0.6681,-0.0093,1.0707,1.0,-0.7154,-3.444062,0.917193
20170117,17.102,21.4996,-0.228838,-0.6864,-0.0095,1.0702,1.0,-0.7346,-3.443257,0.917063
20170124,17.149,21.4694,-0.224691,-0.6624,-0.0092,1.0697,1.0,-0.7086,-3.44247,0.916937
20170131,17.512,21.4394,-0.202342,-0.5386,-0.0075,1.0693,1.0,-0.5759,-3.441763,0.916822
20170207,17.733,21.8531,-0.208915,-0.5739,-0.008,1.0688,1.0,-0.6133,-3.44092,0.916688
20170214,17.872,21.6834,-0.193312,-0.4871,-0.0068,1.0683,1.0,-0.5204,-3.440168,0.916568
20170221,17.99,21.9019,-0.196756,-0.5054,-0.007,1.0678,1.0,-0.5397,-3.439336,0.916435
20170228,18.42,22.1442,-0.184139,-0.4351,-0.0061,1.0673,1.0,-0.4644,-3.43849,0.916301
20170307,17.492,21.5336,-0.207873,-0.5654,-0.0079,1.0669,1.0,-0.6032,-3.43767,0.91617
20170314,16.888,21.3167,-0.23289,-0.7026,-0.0098,1.0664,1.0,-0.7493,-3.436806,0.91603
20170321,17.55,22.0309,-0.227393,-0.6711,-0.0093,1.0659,1.0,-0.7153,-3.435761,0.915864
20170328,18.225,22.1768,-0.196253,-0.4978,-0.0069,1.0654,1.0,-0.5304,-3.434823,0.915716
20170404,18.302,22.1693,-0.191699,-0.4719,-0.0066,1.0649,1.0,-0.5026,-3.433894,0.915569
20170411,18.233,22.4285,-0.207101,-0.5565,-0.0077,1.0645,1.0,-0.5924,-3.432806,0.915398
20170418,18.251,22.7563,-0.220624,-0.6306,-0.0088,1.064,1.0,-0.671,-3.431545,0.915201
20170425,17.581,22.3318,-0.239193,-0.7326,-0.0102,1.0636,1.0,-0.7792,-3.430304,0.915006
20170502,16.769,22.1588,-0.278702,-0.9505,-0.0132,1.0632,1.0,-1.0105,-3.428931,0.914789
20170509,16.008,21.4951,-0.294739,-1.0374,-0.0144,1.0627,1.0,-1.1024,-3.42777,0.914602
20170516,16.693,21.8264,-0.268132,-0.8873,-0.0123,1.0622,1.0,-0.9425,-3.426648,0.914423
20170523,17.091,22.1429,-0.258963,-0.8346,-0.0116,1.0617,1.0,-0.8861,-3.425488,0.91424
20170530,17.388,22.2573,-0.24689,-0.766,-0.0107,1.0613,1.0,-0.8129,-3.424364,0.914063
20170606,17.677,22.7742,-0.253364,-0.8005,-0.0111,1.0608,1.0,-0.8492,-3.423069,0.91386
20170613,16.738,22.3105,-0.287374,-0.988,-0.0137,1.0604,1.0,-1.0477,-3.421761,0.913654
20170620,16.398,21.9072,-0.289655,-0.9985,-0.0139,1.0599,1.0,-1.0583,-3.420605,0.913471
20170627,16.576,21.9909,-0.282672,-0.9574,-0.0133,1.0594,1.0,-1.0143,-3.419481,0.913293
20170704,16.037,21.528,-0.294458,-1.0209,-0.0142,1.059,1.0,-1.0811,-3.418477,0.913131
20170711,15.697,21.4556,-0.312515,-1.1189,-0.0156,1.0585,1.0,-1.1843,-3.417462,0.912968
20170718,16.222,21.8958,-0.299928,-1.0461,-0.0145,1.058,1.0,-1.1068,-3.416385,0.912797
20170725,16.497,22.0633,-0.290739,-0.9926,-0.0138,1.0575,1.0,-1.0497,-3.415316,0.912628
20170801,16.728,22.3962,-0.291809,-0.9964,-0.0139,1.057,1.0,-1.0532,-3.414167,0.912447
20170808,16.36,22.1328,-0.302222,-1.052,-0.0146,1.0565,1.0,-1.1115,-3.413069,0.912274
20170815,16.69,22.4075,-0.294588,-1.0072,-0.014,1.0561,1.0,-1.0636,-3.411945,0.912097
20170822,16.962,22.5873,-0.286412,-0.9595,-0.0133,1.0556,1.0,-1.0129,-3.410821,0.911921
20170829,17.422,23.0325,-0.279174,-0.9173,-0.0128,1.0551,1.0,-0.9678,-3.409626,0.911736
20170905,17.845,23.4463,-0.27299,-0.881,-0.0123,1.0547,1.0,-0.9292,-3.408366,0.911541
20170912,17.795,23.2642,-0.267999,-0.8516,-0.0118,1.0543,1.0,-0.8978,-3.407173,0.911356
20170919,17.195,22.9128,-0.287077,-0.956,-0.0133,1.0538,1.0,-1.0075,-3.40598,0.91117
20170926,16.804,22.7625,-0.303499,-1.0453,-0.0145,1.0534,1.0,-1.1011,-3.404768,0.910981
20171003,16.581,22.3513,-0.298626,-1.0158,-0.0141,1.0529,1.0,-1.0696,-3.403699,0.910813
20171010,17.155,22.6539,-0.278042,-0.8992,-0.0125,1.0524,1.0,-0.9463,-3.402643,0.910648
20171017,16.987,22.5295,-0.282379,-0.9215,-0.0128,1.052,1.0,-0.9694,-3.401601,0.910485
20171024,16.907,22.3988,-0.281279,-0.9135,-0.0127,1.0515,1.0,-0.9606,-3.400598,0.910328
20171031,16.645,22.2681,-0.291044,-0.966,-0.0134,1.051,1.0,-1.0153,-3.399595,0.91017
20171107,16.905,22.3724,-0.28022,-0.9038,-0.0126,1.0505,1.0,-0.9495,-3.39861,0.910015
20171114,17.052,22.4944,-0.276997,-0.8841,-0.0123,1.0501,1.0,-0.9284,-3.397609,0.909858
20171121,16.949,22.4852,-0.28265,-0.9139,-0.0127,1.0496,1.0,-0.9592,-3.39659,0.909699
20171128,16.811,22.6995,-0.300308,-1.0103,-0.0141,1.0491,1.0,-1.06,-3.395455,0.909521
20171205,15.973,22.1681,-0.327752,-1.1609,-0.0161,1.0487,1.0,-1.2174,-3.394373,0.909351
20171212,15.582,21.7957,-0.335595,-1.2016,-0.0167,1.0482,1.0,-1.2595,-3.393393,0.909195
20171219,16.066,22.1477,-0.321029,-1.1175,-0.0155,1.0477,1.0,-1.1708,-3.392387,0.909036
20171226,16.52,22.5182,-0.309754,-1.0521,-0.0146,1.0472,1.0,-1.1018,-3.39134,0.908872
20180102,17.121,22.9866,-0.294606,-0.9656,-0.0134,1.0468,1.0,-1.0107,-3.390246,0.908702
20180109,16.936,22.9519,-0.303959,-1.0156,-0.0141,1.0463,1.0,-1.0626,-3.389128,0.908529
20180116,17.122,23.3253,-0.309176,-1.0424,-0.0145,1.0459,1.0,-1.0902,-3.38791,0.90834
20180123,16.855,23.3269,-0.324959,-1.1278,-0.0157,1.0454,1.0,-1.179,-3.386639,0.908144
20180130,17.013,23.3188,-0.315281,-1.0714,-0.0149,1.045,1.0,-1.1195,-3.385425,0.907956
20180206,16.548,23.1681,-0.336511,-1.1869,-0.0165,1.0445,1.0,-1.2397,-3.384175,0.907762
20180213,16.507,23.1965,-0.340218,-1.2045,-0.0168,1.0441,1.0,-1.2575,-3.382927,0.907569
20180220,16.425,23.2043,-0.345534,-1.2309,-0.0171,1.0436,1.0,-1.2846,-3.381679,0.907376
20180227,16.346,22.9902,-0.341086,-1.203,-0.0167,1.0431,1.0,-1.2549,-3.38052,0.907196
20180306,16.715,23.2739,-0.331026,-1.1441,-0.0159,1.0427,1.0,-1.193,-3.379348,0.907014
20180313,16.559,23.1489,-0.335018,-1.1635,-0.0162,1.0422,1.0,-1.2126,-3.378201,0.906837
20180320,16.125,22.9115,-0.351266,-1.2507,-0.0174,1.0418,1.0,-1.303,-3.377066,0.90666
20180327,16.489,23.3864,-0.349459,-1.2374,-0.0172,1.0413,1.0,-1.2885,-3.375847,0.906472
20180403,16.347,23.2488,-0.352209,-1.2494,-0.0174,1.0408,1.0,-1.3004,-3.374666,0.906289
20180410,16.566,23.3911,-0.345002,-1.2062,-0.0168,1.0404,1.0,-1.2549,-3.373495,0.906109
20180417,16.772,23.4701,-0.336016,-1.1535,-0.016,1.0399,1.0,-1.1995,-3.37235,0.905932
20180424,16.687,23.2176,-0.330281,-1.119,-0.0156,1.0395,1.0,-1.1632,-3.371283,0.905767
20180501,16.039,22.7785,-0.350793,-1.2298,-0.0171,1.039,1.0,-1.2778,-3.370249,0.905606
20180508,16.388,22.9054,-0.334824,-1.1384,-0.0158,1.0385,1.0,-1.1823,-3.369247,0.90545
20180515,16.194,22.5373,-0.330532,-1.112,-0.0155,1.0381,1.0,-1.1544,-3.368338,0.905308
20180522,16.508,22.5792,-0.313183,-1.0137,-0.0141,1.0376,1.0,-1.0519,-3.367469,0.905172
20180529,16.305,22.6876,-0.330345,-1.1064,-0.0154,1.0371,1.0,-1.1475,-3.366526,0.905025
20180605,16.491,22.6661,-0.318054,-1.0361,-0.0144,1.0367,1.0,-1.074,-3.365624,0.904884
20180612,16.849,22.6257,-0.294796,-0.9055,-0.0126,1.0362,1.0,-0.9383,-3.364793,0.904755
20180619,16.303,22.3151,-0.313913,-1.0094,-0.014,1.0357,1.0,-1.0454,-3.36396,0.904624
20180626,16.238,22.0119,-0.30423,-0.9539,-0.0133,1.0352,1.0,-0.9875,-3.363211,0.904505
20180703,15.952,21.9306,-0.318299,-1.0297,-0.0143,1.0348,1.0,-1.0655,-3.362438,0.904383
20180710,16.003,21.9633,-0.316595,-1.0182,-0.0142,1.0343,1.0,-1.0531,-3.361662,0.90426
20180717,15.546,21.5155,-0.324972,-1.0623,-0.0148,1.0338,1.0,-1.0982,-3.36096,0.904148
20180724,15.463,21.4849,-0.328899,-1.0817,-0.015,1.0333,1.0,-1.1177,-3.360258,0.904036
20180731,15.5,21.4796,-0.326264,-1.0648,-0.0148,1.0328,1.0,-1.0998,-3.359564,0.903924
20180807,15.317,21.2537,-0.327568,-1.0698,-0.0149,1.0323,1.0,-1.1043,-3.358918,0.90382
20180814,15.025,20.9879,-0.334232,-1.1043,-0.0154,1.0318,1.0,-1.1394,-3.358321,0.903723
20180821,14.751,20.9796,-0.35224,-1.2011,-0.0167,1.0313,1.0,-1.2388,-3.357697,0.903621
20180828,14.767,21.2127,-0.362203,-1.2532,-0.0174,1.0308,1.0,-1.2918,-3.357003,0.903509
20180904,14.061,20.977,-0.400024,-1.4584,-0.0203,1.0303,1.0,-1.5026,-3.356311,0.903396
20180911,14.052,21.0177,-0.402598,-1.468,-0.0204,1.0298,1.0,-1.5118,-3.355623,0.903283
20180918,14.084,21.0377,-0.401275,-1.4562,-0.0203,1.0293,1.0,-1.4989,-3.354951,0.903174
20180925,14.398,21.0863,-0.381533,-1.3433,-0.0187,1.0288,1.0,-1.3821,-3.354314,0.903071
20181002,14.61,21.1223,-0.368624,-1.2688,-0.0176,1.0283,1.0,-1.3048,-3.3537,0.902971
20181009,14.329,20.8791,-0.376465,-1.3086,-0.0182,1.0278,1.0,-1.345,-3.353133,0.902878
20181016,14.63,21.5129,-0.385578,-1.355,-0.0188,1.0273,1.0,-1.3921,-3.352413,0.902763
20181023,14.728,21.6072,-0.383278,-1.3387,-0.0186,1.0269,1.0,-1.3747,-3.351686,0.902647
20181030,14.403,21.4343,-0.397555,-1.4132,-0.0197,1.0264,1.0,-1.4504,-3.350979,0.902534
20181106,14.458,21.4512,-0.394531,-1.3925,-0.0194,1.0259,1.0,-1.4286,-3.350284,0.902422
20181113,13.952,21.0596,-0.411734,-1.4825,-0.0206,1.0254,1.0,-1.5202,-3.349659,0.902321
20181120,14.247,21.3711,-0.405492,-1.4439,-0.0201,1.0249,1.0,-1.4798,-3.348985,0.902212
20181127,14.062,21.2456,-0.412675,-1.4787,-0.0206,1.0244,1.0,-1.5148,-3.348337,0.902108
20181204,14.521,21.7162,-0.402461,-1.4186,-0.0197,1.0239,1.0,-1.4525,-3.347614,0.901993
20181211,14.499,21.7267,-0.404463,-1.4254,-0.0198,1.0234,1.0,-1.4587,-3.346894,0.901879
20181218,14.585,21.8398,-0.40374,-1.4173,-0.0197,1.0229,1.0,-1.4498,-3.346159,0.901762
20181225,14.701,22.126,-0.408837,-1.4409,-0.02,1.0224,1.0,-1.4732,-3.345364,0.901637
20190101,15.433,22.2937,-0.367796,-1.2142,-0.0169,1.0219,1.0,-1.2408,-3.344626,0.901521
20190108,15.626,22.3687,-0.358727,-1.1621,-0.0162,1.0215,1.0,-1.1871,-3.343891,0.901406
20190115,15.546,22.4138,-0.365876,-1.1983,-0.0167,1.021,1.0,-1.2234,-3.343128,0.901287
20190122,15.259,22.3537,-0.381821,-1.2818,-0.0178,1.0205,1.0,-1.3081,-3.34234,0.901163
20190129,15.786,22.7548,-0.365652,-1.1911,-0.0166,1.02,1.0,-1.215,-3.341515,0.901035
20190205,15.79,22.8466,-0.369426,-1.2088,-0.0168,1.0196,1.0,-1.2324,-3.340662,0.900903
20190212,15.66,22.766,-0.374161,-1.2316,-0.0171,1.0191,1.0,-1.2551,-3.339811,0.90077
20190219,15.947,23.2472,-0.376914,-1.2435,-0.0173,1.0186,1.0,-1.2667,-3.338865,0.900624
20190226,15.827,23.0103,-0.374223,-1.226,-0.0171,1.0182,1.0,-1.2483,-3.337968,0.900485
20190305,15.02,22.3329,-0.39668,-1.3444,-0.0187,1.0177,1.0,-1.3682,-3.337149,0.900357
20190312,15.338,22.5549,-0.385617,-1.2812,-0.0178,1.0172,1.0,-1.3032,-3.336315,0.900227
20190319,15.301,22.6889,-0.393956,-1.323,-0.0184,1.0167,1.0,-1.3451,-3.335439,0.90009
20190326,15.371,22.832,-0.395681,-1.3289,-0.0185,1.0163,1.0,-1.3505,-3.334537,0.89995
20190402,15.018,22.4494,-0.402015,-1.3595,-0.0189,1.0158,1.0,-1.381,-3.333699,0.899819
20190409,15.168,22.6584,-0.401344,-1.3523,-0.0188,1.0153,1.0,-1.373,-3.332827,0.899684
20190416,14.891,22.1723,-0.398089,-1.3313,-0.0185,1.0148,1.0,-1.351,-3.332061,0.899563
20190423,14.773,22.1185,-0.403615,-1.3575,-0.0189,1.0144,1.0,-1.377,-3.331297,0.899443
20190430,14.9,22.3279,-0.404476,-1.3586,-0.0189,1.0139,1.0,-1.3774,-3.330496,0.899318
20190507,14.86,22.3367,-0.407558,-1.3715,-0.0191,1.0134,1.0,-1.3899,-3.329692,0.899192
20190514,14.752,22.5097,-0.422568,-1.4483,-0.0201,1.0129,1.0,-1.4671,-3.328828,0.899057
20190521,14.373,22.1523,-0.432589,-1.4979,-0.0208,1.0125,1.0,-1.5165,-3.328026,0.898931
20190528,14.281,22.2205,-0.442087,-1.5442,-0.0215,1.012,1.0,-1.5627,-3.327203,0.898802
20190604,14.732,22.9507,-0.443325,-1.546,-0.0215,1.0115,1.0,-1.5638,-3.326245,0.898653
20190611,14.706,22.9949,-0.447017,-1.5609,-0.0217,1.011,1.0,-1.5781,-3.325285,0.898504
20190618,14.98,23.3068,-0.442027,-1.5294,-0.0213,1.0106,1.0,-1.5456,-3.32429,0.898351
20190625,15.291,24.3633,-0.465815,-1.6514,-0.023,1.0101,1.0,-1.668,-3.323055,0.898162
20190702,15.154,24.2008,-0.46812,-1.658,-0.0231,1.0097,1.0,-1.674,-3.321866,0.897981
20190709,15.068,24.0878,-0.469132,-1.6577,-0.0231,1.0092,1.0,-1.673,-3.320716,0.897805
20190716,15.6,24.2658,-0.441796,-1.5073,-0.021,1.0087,1.0,-1.5205,-3.319621,0.897638
20190723,16.405,24.4313,-0.398279,-1.2727,-0.0177,1.0083,1.0,-1.2832,-3.318617,0.897484
20190730,16.495,24.5768,-0.398747,-1.2721,-0.0177,1.0079,1.0,-1.2821,-3.317583,0.897327
20190806,16.405,25.2317,-0.430515,-1.437,-0.02,1.0074,1.0,-1.4476,-3.316355,0.897141
20190813,16.956,25.686,-0.415325,-1.3528,-0.0188,1.007,1.0,-1.3623,-3.315108,0.896952
20190820,17.122,25.7194,-0.406882,-1.3049,-0.0181,1.0065,1.0,-1.3134,-3.313879,0.896766
20190827,18.139,26.2733,-0.370488,-1.1098,-0.0154,1.0061,1.0,-1.1166,-3.312684,0.896586
20190903,19.079,26.3448,-0.322682,-0.8557,-0.0119,1.0057,1.0,-0.8606,-3.31162,0.896426
20190910,18.041,25.4909,-0.345675,-0.9755,-0.0136,1.0053,1.0,-0.9807,-3.310562,0.896265
20190917,18.016,25.7148,-0.355806,-1.0273,-0.0143,1.0049,1.0,-1.0323,-3.309423,0.896093
20190924,18.517,26.1246,-0.344188,-0.9641,-0.0134,1.0045,1.0,-0.9684,-3.308251,0.895916
20191001,17.202,25.3547,-0.38794,-1.1931,-0.0166,1.0041,1.0,-1.198,-3.307024,0.89573
20191008,17.617,25.5842,-0.373111,-1.1124,-0.0155,1.0036,1.0,-1.1165,-3.305805,0.895546
20191015,17.308,25.2808,-0.378876,-1.1406,-0.0159,1.0032,1.0,-1.1442,-3.304603,0.895364
20191022,17.437,25.3403,-0.373803,-1.1115,-0.0155,1.0028,1.0,-1.1146,-3.303401,0.895181
20191029,17.771,25.4182,-0.357898,-1.0256,-0.0143,1.0024,1.0,-1.028,-3.30223,0.895004
20191105,17.516,25.3202,-0.368488,-1.0795,-0.015,1.002,1.0,-1.0816,-3.301026,0.894822
20191112,16.677,24.8774,-0.399931,-1.243,-0.0173,1.0015,1.0,-1.2449,-3.299782,0.894633
20191119,17.103,25.1988,-0.387542,-1.175,-0.0163,1.0011,1.0,-1.1763,-3.298527,0.894442
20191126,17.03,24.9888,-0.383452,-1.151,-0.016,1.0007,1.0,-1.1518,-3.297316,0.894258
20191203,17.125,25.267,-0.388961,-1.1777,-0.0164,1.0003,1.0,-1.178,-3.296038,0.894065
20191210,16.596,25.0251,-0.410717,-1.2896,-0.0179,0.9998,1.0,-1.2894,-3.294729,0.893866
20191217,16.978,25.205,-0.395125,-1.2047,-0.0168,0.9994,1.0,-1.204,-3.293446,0.893671
20191224,17.757,25.5755,-0.364853,-1.0431,-0.0145,0.999,1.0,-1.042,-3.292205,0.893484
20191231,17.828,25.8828,-0.372808,-1.083,-0.0151,0.9986,1.0,-1.0814,-3.290879,0.893283
20200107,18.316,26.6734,-0.37589,-1.0971,-0.0153,0.9982,1.0,-1.0951,-3.289412,0.893063
20200114,17.674,26.2232,-0.39455,-1.193,-0.0166,0.9978,1.0,-1.1904,-3.287937,0.89284
20200121,17.751,26.4315,-0.398113,-1.2092,-0.0168,0.9974,1.0,-1.2061,-3.286415,0.892611
20200128,17.402,26.6211,-0.425118,-1.3483,-0.0188,0.997,1.0,-1.3443,-3.284762,0.892362
20200204,17.528,26.3316,-0.40697,-1.2499,-0.0174,0.9966,1.0,-1.2457,-3.283242,0.892133
20200211,17.573,26.5575,-0.412947,-1.2785,-0.0178,0.9962,1.0,-1.2737,-3.281668,0.891896
20200218,18.131,27.0727,-0.400903,-1.2125,-0.0169,0.9959,1.0,-1.2075,-3.280068,0.891656
20200225,18.183,27.7744,-0.423627,-1.3289,-0.0185,0.9955,1.0,-1.3229,-3.278265,0.891386
20200303,17.129,27.6967,-0.480542,-1.6235,-0.0226,0.9951,1.0,-1.6156,-3.27625,0.891084
20200310,16.906,27.9459,-0.502603,-1.7338,-0.0241,0.9948,1.0,-1.7247,-3.274154,0.89077
20200317,12.469,25.9172,-0.731662,-2.9226,-0.0406,0.9944,1.0,-2.9063,-3.271739,0.890405
20200324,14.229,27.9479,-0.67506,-2.6057,-0.0362,0.994,1.0,-2.5901,-3.269328,0.890044
20200331,14.098,26.7871,-0.641888,-2.4175,-0.0336,0.9936,1.0,-2.402,-3.26743,0.889759
20200407,15.422,28.0032,-0.596525,-2.1705,-0.0302,0.9932,1.0,-2.1558,-3.265564,0.889479
20200414,16.072,29.3681,-0.602829,-2.1923,-0.0305,0.9928,1.0,-2.1766,-3.263537,0.889177
20200421,14.818,28.1917,-0.643185,-2.3876,-0.0332,0.9924,1.0,-2.3695,-3.261633,0.888892
20200428,15.162,28.6674,-0.63697,-2.3425,-0.0326,0.992,1.0,-2.3239,-3.259757,0.888612
20200505,15.057,28.5706,-0.640534,-2.3478,-0.0327,0.9917,1.0,-2.3282,-3.257955,0.888343
20200512,15.687,28.5648,-0.599343,-2.1272,-0.0296,0.9913,1.0,-2.1086,-3.256326,0.888099
20200519,17.892,29.1511,-0.488139,-1.5579,-0.0217,0.9909,1.0,-1.5437,-3.254966,0.887896
20200526,17.565,28.5613,-0.486143,-1.5434,-0.0215,0.9905,1.0,-1.5287,-3.253662,0.887702
20200602,18.207,28.8602,-0.460658,-1.4111,-0.0196,0.9901,1.0,-1.3971,-3.252387,0.887511
20200609,17.774,28.7002,-0.479166,-1.5004,-0.0209,0.9897,1.0,-1.4849,-3.251059,0.887313
20200616,17.632,28.917,-0.494715,-1.5742,-0.0219,0.9893,1.0,-1.5573,-3.249653,0.887103
20200623,18.051,29.5418,-0.492605,-1.5591,-0.0217,0.9889,1.0,-1.5418,-3.248179,0.886883
20200630,18.541,29.8455,-0.476051,-1.4719,-0.0205,0.9885,1.0,-1.455,-3.246716,0.886665
20200707,18.628,30.0057,-0.476721,-1.4714,-0.0205,0.9881,1.0,-1.4539,-3.245222,0.886443
20200714,19.451,30.0948,-0.436454,-1.2667,-0.0176,0.9877,1.0,-1.2512,-3.243835,0.886236
20200721,21.497,30.5578,-0.351707,-0.8415,-0.0117,0.9874,1.0,-0.8309,-3.242663,0.886062
20200728,24.266,32.0521,-0.278288,-0.4742,-0.0066,0.987,1.0,-0.468,-3.241615,0.885907
20200804,26.012,32.8715,-0.234048,-0.253,-0.0035,0.9867,1.0,-0.2496,-3.240653,0.885764
20200811,26.037,31.8676,-0.20207,-0.0931,-0.0013,0.9864,1.0,-0.0918,-3.239829,0.885642
20200818,28.049,32.8379,-0.15763,0.1291,0.0018,0.9861,1.0,0.1273,-3.239115,0.885536
20200825,26.254,31.5578,-0.184001,-0.0029,-0.0,0.9858,1.0,-0.0029,-3.238295,0.885414
20200901,28.486,32.3775,-0.12805,0.2772,0.0039,0.9855,1.0,0.2732,-3.237666,0.885321
20200908,26.864,31.8618,-0.17062,0.0637,0.0009,0.9852,1.0,0.0627,-3.236804,0.885193
20200915,27.346,32.1981,-0.163338,0.1001,0.0014,0.9849,1.0,0.0986,-3.235918,0.885062
20200922,24.442,31.3527,-0.248998,-0.3298,-0.0046,0.9847,1.0,-0.3247,-3.234562,0.884861
20200929,24.38,31.2848,-0.249368,-0.3313,-0.0046,0.9844,1.0,-0.3262,-3.233157,0.884652
20201006,23.87,31.3788,-0.273509,-0.4523,-0.0063,0.9842,1.0,-0.4452,-3.231549,0.884413
20201013,24.086,31.1887,-0.258425,-0.376,-0.0052,0.9839,1.0,-0.37,-3.229998,0.884183
20201020,24.937,31.5024,-0.23371,-0.2513,-0.0035,0.9837,1.0,-0.2472,-3.22852,0.883963
20201027,24.526,31.4734,-0.249409,-0.3302,-0.0046,0.9834,1.0,-0.3247,-3.226884,0.883721
20201103,24.305,31.4628,-0.258123,-0.3738,-0.0052,0.9832,1.0,-0.3675,-3.225135,0.883461
20201110,24.446,30.9736,-0.23667,-0.2653,-0.0037,0.983,1.0,-0.2608,-3.223529,0.883222
20201117,24.635,31.1004,-0.233051,-0.2468,-0.0034,0.9828,1.0,-0.2425,-3.22188,0.882977
20201124,23.292,29.9301,-0.250755,-0.336,-0.0047,0.9826,1.0,-0.3301,-3.220178,0.882724
20201201,24.033,30.0603,-0.223776,-0.1993,-0.0028,0.9824,1.0,-0.1958,-3.2186,0.882489
20201208,24.684,30.8822,-0.224024,-0.2004,-0.0028,0.9822,1.0,-0.1968,-3.216872,0.882232
20201215,24.581,30.6063,-0.219232,-0.176,-0.0024,0.982,1.0,-0.1728,-3.215153,0.881977
20201222,25.434,30.8083,-0.191697,-0.0364,-0.0005,0.9818,1.0,-0.0357,-3.213577,0.881743
20201229,26.138,30.993,-0.170373,0.0718,0.001,0.9817,1.0,0.0705,-3.212102,0.881523
20210105,27.571,32.046,-0.150408,0.173,0.0024,0.9815,1.0,0.1698,-3.210653,0.881309
20210112,25.384,30.4471,-0.181871,0.0131,0.0002,0.9815,1.0,0.0129,-3.208989,0.881061
20210119,25.279,30.3916,-0.184192,0.0013,0.0,0.9813,1.0,0.0013,-3.207241,0.880801
20210126,25.529,30.5482,-0.179491,0.0252,0.0004,0.9812,1.0,0.0248,-3.205454,0.880535
20210202,26.384,30.248,-0.136673,0.2431,0.0034,0.9811,1.0,0.2386,-3.204068,0.880329
20210209,27.396,30.3129,-0.101176,0.4238,0.0059,0.981,1.0,0.4157,-3.202988,0.880168
20210216,27.319,29.7545,-0.085399,0.5038,0.007,0.981,1.0,0.4942,-3.202062,0.880031
